customer_id,age,gender,income_level,annual_income,city,account_age_months,credit_score
CUST000112,44,F,Medium,74300.22959829024,Kolkata,55,719
CUST000113,45,M,Low,38133.3762923038,Chennai,43,763
CUST000114,81,F,High,108602.3479506268,Mumbai,85,542
CUST000115,42,F,Low,36934.01446700802,Bangalore,78,716
CUST000116,49,Other,Medium,46322.45201166597,Pune,55,704
CUST000117,44,M,Low,20432.835892164712,Mumbai,23,717
CUST000118,27,M,Medium,71395.65578655401,Chennai,13,692
CUST000119,62,F,Very High,176178.82679892876,Hyderabad,25,734
CUST000120,56,M,Low,39770.49334651843,Ahmedabad,25,654
CUST000121,56,F,Medium,66991.85718406225,Bangalore,33,790
CUST000122,31,M,Medium,70137.98840968421,Delhi,7,737
CUST000123,66,M,Very High,236031.34969725308,Chennai,38,712
CUST000124,23,M,High,127170.57757437817,Mumbai,21,644
CUST000125,53,M,Low,20864.398745099144,Kolkata,34,765
CUST000126,77,F,Low,36756.51439847202,Pune,9,716
CUST000127,30,F,Medium,46784.963721262895,Hyderabad,20,639
CUST000128,36,M,Medium,67894.32267335082,Pune,8,695
CUST000129,46,F,High,95713.63508629099,Kolkata,74,750
CUST000130,37,M,Low,21369.063388520855,Chennai,24,744
CUST000131,21,F,Low,29629.873570987886,Ahmedabad,9,738
CUST000132,46,M,High,91850.03471909526,Delhi,1,707
CUST000133,29,F,Low,34588.879766531,Mumbai,40,782
CUST000134,52,F,High,96629.60903684393,Bangalore,8,799
CUST000135,31,F,Low,26849.451124716576,Hyderabad,164,758
CUST000136,68,F,Low,31348.785025289457,Chennai,27,653
CUST000137,33,F,Very High,249738.89715205907,Chennai,12,615
CUST000138,40,Other,Medium,55119.52464839847,Chennai,38,656
CUST000139,57,F,High,137093.52397282707,Chennai,11,850
CUST000140,26,F,Low,23584.196991220513,Mumbai,61,722
CUST000141,48,F,Medium,43288.06357927735,Bangalore,13,850
CUST000142,64,M,High,102985.04495931134,Delhi,159,690
CUST000143,20,F,Medium,56975.07068055513,Hyderabad,33,679
CUST000144,47,M,High,117986.14974955973,Pune,66,694
CUST000145,48,F,Medium,54896.94784700028,Ahmedabad,2,692
CUST000146,56,F,Medium,71596.4680089122,Chennai,15,638
CUST000147,26,F,Medium,41572.77950673893,Kolkata,48,608
CUST000148,25,M,Medium,57270.70152794232,Chennai,38,740
CUST000149,52,M,Low,27645.118293128093,Bangalore,7,784
CUST000150,49,F,Medium,65903.13963227437,Bangalore,15,850
CUST000151,48,F,Medium,78651.05007589584,Ahmedabad,11,665
CUST000152,50,M,Medium,60415.01626515448,Mumbai,34,671
CUST000153,34,M,High,149081.37928592044,Mumbai,15,638
CUST000154,48,F,Medium,52089.9757965279,Kolkata,13,790
CUST000155,49,F,Very High,160803.84638986137,Kolkata,8,765
CUST000156,34,M,Medium,46626.52669905651,Mumbai,18,629
CUST000157,72,M,Medium,55804.995390982695,Hyderabad,7,627
CUST000158,52,M,High,102143.37364319866,Kolkata,118,776
CUST000159,27,Other,Medium,43882.16523933511,Mumbai,6,730
CUST000160,54,M,Medium,57306.404307628676,Chennai,88,760
CUST000161,30,M,Low,26762.315433191256,Mumbai,20,629
CUST000162,56,M,Medium,44904.76881829754,Pune,17,549
CUST000163,62,M,Medium,51844.68522447636,Hyderabad,9,630
CUST000164,32,F,Very High,460252.6193743867,Mumbai,36,755
CUST000165,59,M,Medium,52081.954619573604,Mumbai,41,850
CUST000166,51,M,High,129976.87962694361,Chennai,22,665
CUST000167,57,M,High,122843.2955760429,Kolkata,2,850
CUST000168,73,M,Medium,57087.246496334876,Chennai,90,766
CUST000169,41,M,Medium,49561.025472146765,Pune,141,588
CUST000170,33,F,High,105831.02895421618,Pune,20,717
CUST000171,31,F,High,121447.504942973,Ahmedabad,34,769
CUST000172,32,F,Low,27015.0642949871,Chennai,21,505
CUST000173,43,F,Medium,48595.85734296928,Mumbai,13,751
CUST000174,50,F,Medium,44658.509955665286,Chennai,2,793
CUST000175,49,M,Low,37595.338758191305,Bangalore,21,731
CUST000176,57,F,Medium,57612.519030076226,Delhi,61,695
CUST000177,45,F,High,123764.5825220051,Delhi,1,686
CUST000178,66,F,Medium,59616.41444547221,Chennai,31,681
CUST000179,41,F,High,141079.65628505743,Kolkata,76,605
CUST000180,85,M,Medium,61877.39409792844,Hyderabad,8,644
CUST000181,54,F,Medium,59231.256717964534,Pune,7,666
CUST000182,32,F,Low,38492.019808434256,Chennai,53,709
CUST000183,28,Other,High,130378.27172317481,Kolkata,10,655
CUST000184,52,M,High,87808.49351428001,Chennai,7,630
CUST000185,41,M,High,92439.31228377698,Mumbai,17,760
CUST000186,55,M,Low,35742.45725878884,Pune,17,729
CUST000187,52,F,Low,36717.02642359909,Pune,74,656
CUST000188,43,M,Low,30903.816581805928,Kolkata,34,740
CUST000189,32,M,Medium,62178.20911466557,Pune,18,663
CUST000190,22,Other,High,124235.30739960112,Hyderabad,27,705
CUST000191,38,M,Low,28782.31548565279,Chennai,110,778
CUST000192,57,F,High,127613.93864387328,Bangalore,4,651
CUST000193,48,M,Medium,44339.25030265663,Kolkata,8,606
CUST000194,26,F,High,147289.54696571705,Delhi,118,688
CUST000195,47,F,Very High,412554.1883282226,Kolkata,113,590
CUST000196,50,F,Low,32623.48408018014,Ahmedabad,7,677
CUST000197,31,F,Very High,260712.71995331824,Bangalore,5,677
CUST000198,47,M,Low,23219.109749134583,Pune,19,502
CUST000199,45,M,Medium,56373.718553157785,Ahmedabad,1,742
CUST000200,27,M,High,126310.37184018409,Bangalore,38,685
CUST000201,50,F,Very High,371798.41019808885,Pune,2,794
CUST000202,53,F,Medium,55305.64620262286,Bangalore,2,717
CUST000203,61,M,Medium,64531.455753325194,Hyderabad,23,758
CUST000204,60,F,High,136962.38068972834,Hyderabad,113,795
CUST000205,24,M,High,81839.93406363249,Kolkata,20,689
CUST000206,30,F,Low,29012.420958605515,Ahmedabad,15,699
CUST000207,52,Other,High,133098.86599267536,Hyderabad,222,574
CUST000208,52,M,Medium,61845.77881853509,Delhi,27,799
CUST000209,52,F,Medium,66059.04351716279,Ahmedabad,16,688
CUST000210,85,M,Medium,60667.05570421368,Pune,17,619
CUST000211,53,F,Medium,79674.98178729243,Mumbai,7,759
CUST000212,62,F,Very High,169117.5377711634,Kolkata,25,525
CUST000213,59,M,Medium,59641.79287089509,Chennai,20,665
CUST000214,54,M,Very High,181995.79219008118,Chennai,11,772
CUST000215,40,M,Low,23195.71124227141,Kolkata,6,664
CUST000216,56,F,High,106812.68452927833,Mumbai,13,642
CUST000217,33,F,High,90887.8064050341,Chennai,25,666
CUST000218,41,M,High,147458.10161696558,Kolkata,2,539
CUST000219,37,F,Medium,77871.59106900636,Kolkata,6,757
CUST000220,46,F,Medium,53444.38584882415,Bangalore,106,690
CUST000221,79,M,High,124782.33984263756,Delhi,28,678
CUST000222,18,M,High,117362.73244156502,Ahmedabad,2,678
CUST000223,55,F,Low,36311.73961031537,Chennai,42,701
CUST000224,20,F,High,123921.19268718595,Delhi,2,752
CUST000225,37,M,Medium,40010.09817962248,Pune,48,695
CUST000226,61,M,Medium,70526.97542438956,Kolkata,49,591
CUST000227,45,M,High,132279.36849072826,Mumbai,37,746
CUST000228,28,F,Medium,60388.90822265924,Kolkata,47,739
CUST000229,34,M,High,143204.32812631378,Chennai,3,716
CUST000230,55,M,Medium,76337.84822761606,Delhi,46,786
CUST000231,34,F,Low,30478.233534087944,Bangalore,5,702
CUST000232,48,F,Medium,64319.52924786151,Ahmedabad,14,788
CUST000233,45,M,Low,39930.44143849345,Bangalore,102,812
CUST000234,35,M,High,100917.41643679922,Kolkata,25,746
CUST000235,77,F,Medium,52984.6896924591,Mumbai,123,640
CUST000236,54,M,Medium,47310.95610653985,Pune,3,689
CUST000237,18,M,Low,37917.338783157364,Ahmedabad,23,799
CUST000238,47,F,Medium,69779.53559797065,Hyderabad,2,580
CUST000239,35,M,High,87394.99942091694,Chennai,35,668
CUST000240,57,F,Low,39635.347023959315,Kolkata,2,672
CUST000241,33,F,Medium,69238.46832644465,Bangalore,6,630
CUST000242,43,M,Very High,447682.73836174107,Bangalore,10,769
CUST000243,52,M,High,83370.55524212407,Mumbai,49,730
CUST000244,57,F,High,115347.26432595174,Bangalore,6,643
CUST000245,26,F,Low,33971.96573454078,Chennai,67,748
CUST000246,39,F,Medium,61717.86338287365,Mumbai,5,687
CUST000247,37,F,High,126665.32259894942,Delhi,1,628
CUST000248,35,M,High,137251.18445133307,Mumbai,18,642
CUST000249,71,F,Medium,54973.48251840785,Pune,139,734
CUST000250,51,M,High,139406.80729330968,Chennai,4,775
CUST000251,26,M,Medium,46516.64419061163,Pune,3,661
CUST000252,58,M,Low,25417.721100527495,Chennai,50,743
CUST000253,76,M,High,83034.1933949128,Delhi,13,826
CUST000254,60,F,High,105509.87679346759,Kolkata,45,599
CUST000255,22,M,Medium,55196.381792964814,Mumbai,8,728
CUST000256,37,M,High,136368.94180450757,Chennai,22,766
CUST000257,64,M,Medium,66125.22681158624,Chennai,11,692
CUST000258,34,F,Medium,57468.902326226664,Delhi,21,799
CUST000259,51,F,High,125647.97850366237,Hyderabad,52,850
CUST000260,56,M,High,83694.83453609838,Mumbai,51,727
CUST000261,31,M,Medium,47210.86144073504,Ahmedabad,26,681
CUST000262,44,M,Low,32538.9571048351,Chennai,94,778
CUST000263,18,F,Low,32827.336384506045,Bangalore,11,767
CUST000264,29,F,High,134189.4261095199,Delhi,9,498
CUST000265,41,F,Medium,56119.99036214409,Hyderabad,34,699
CUST000266,26,F,High,130578.78676313093,Hyderabad,34,668
CUST000267,69,M,Very High,389393.11639606627,Delhi,1,731
CUST000268,23,F,High,147437.53648588943,Hyderabad,33,684
CUST000269,38,F,Medium,48605.209056987165,Chennai,16,693
CUST000270,46,M,High,118617.56946268477,Hyderabad,49,630
CUST000271,66,M,Medium,64070.57768441877,Mumbai,59,758
CUST000272,23,F,Low,39972.95769868442,Ahmedabad,28,832
CUST000273,62,F,Low,24023.682843333034,Bangalore,1,632
CUST000274,45,M,Medium,60928.72079869169,Ahmedabad,36,588
CUST000275,30,F,Very High,271164.8576997736,Ahmedabad,49,701
CUST000276,51,F,Low,30517.859371579994,Chennai,10,697
CUST000277,47,M,Low,24642.57204206212,Delhi,22,793
CUST000278,35,M,Very High,166664.33244962085,Bangalore,121,601
CUST000279,46,M,Low,31451.309077953778,Kolkata,12,656
CUST000280,39,F,High,103509.80211025826,Chennai,9,528
CUST000281,46,M,Medium,47277.656069937344,Bangalore,8,809
CUST000282,54,M,Low,26478.711321560673,Hyderabad,29,720
CUST000283,68,F,Very High,167248.07050671073,Kolkata,107,662
CUST000284,26,F,Low,39008.84468180207,Delhi,33,594
CUST000285,76,M,Medium,63245.91659893042,Delhi,13,601
CUST000286,18,M,Medium,72590.747253881,Ahmedabad,36,733
CUST000287,42,F,Low,28462.36395095461,Mumbai,35,611
CUST000288,53,F,Low,38066.293351323715,Hyderabad,32,708
CUST000289,49,F,Low,29666.36443104507,Ahmedabad,6,850
CUST000290,35,M,Low,31478.906444013388,Mumbai,36,672
CUST000291,41,F,High,114425.57860438598,Mumbai,20,623
CUST000292,37,F,Medium,69331.13183470606,Hyderabad,1,730
CUST000293,36,F,Medium,62666.243104082496,Chennai,27,601
CUST000294,57,F,Medium,50863.95694321591,Kolkata,163,837
CUST000295,50,M,Very High,200938.8359629262,Pune,15,812
CUST000296,34,M,Very High,362143.53610904224,Mumbai,121,686
CUST000297,58,F,High,114242.59730829253,Bangalore,3,628
CUST000298,49,F,High,86718.29876872791,Kolkata,47,665
CUST000299,57,F,Medium,55824.69863173074,Chennai,4,676
CUST000300,54,M,Medium,60591.05688001814,Ahmedabad,11,730
CUST000301,32,F,Medium,73075.7293530236,Hyderabad,30,783
CUST000302,36,F,Medium,43044.04223333449,Delhi,32,617
CUST000303,56,M,Medium,53939.813929840115,Chennai,53,780
CUST000304,54,M,Medium,72906.24490841542,Ahmedabad,34,749
CUST000305,44,F,Very High,376948.37612005253,Mumbai,32,659
CUST000306,46,F,High,100297.08252626508,Bangalore,87,613
CUST000307,64,F,Medium,73813.4048809057,Ahmedabad,21,709
CUST000308,36,F,High,114530.55063938847,Kolkata,9,615
CUST000309,53,M,Medium,59934.075652418425,Hyderabad,6,781
CUST000310,41,M,Low,39531.746784007686,Delhi,18,610
CUST000311,41,F,Medium,77884.66012945514,Kolkata,44,743
CUST000312,61,F,Medium,54341.30733479375,Bangalore,1,693
CUST000313,57,F,Low,22811.582573261647,Pune,4,655
CUST000314,57,F,High,102796.67125946659,Delhi,4,691
CUST000315,64,M,Medium,41219.33041245552,Hyderabad,31,786
CUST000316,45,F,Medium,40830.71546841565,Kolkata,10,604
CUST000317,55,M,Low,27910.442725028384,Chennai,6,667
CUST000318,40,M,Low,38820.39645394468,Mumbai,32,639
CUST000319,49,M,High,140995.01388625454,Hyderabad,51,696
CUST000320,43,M,Medium,60457.71335670492,Ahmedabad,14,645
CUST000321,46,M,Very High,347829.23340979073,Bangalore,31,558
CUST000322,53,M,Very High,152076.72386111977,Chennai,3,615
CUST000323,32,M,Medium,48620.04623335062,Kolkata,98,831
CUST000324,76,M,Medium,40990.96507737535,Delhi,14,719
CUST000325,29,F,High,132817.76728867713,Chennai,215,716
CUST000326,26,M,Very High,200976.02860927422,Chennai,138,677
CUST000327,62,M,Medium,74761.88409907267,Bangalore,54,695
CUST000328,56,F,High,125032.70195730518,Mumbai,1,665
CUST000329,54,F,High,96059.30735609993,Pune,28,742
CUST000330,54,F,Medium,46308.81268332999,Ahmedabad,3,708
CUST000331,44,M,Medium,65104.98803692212,Ahmedabad,81,606
CUST000332,31,F,High,143058.58861976265,Chennai,56,720
CUST000333,46,M,High,130285.21532400671,Chennai,129,503
CUST000334,34,M,Low,26970.93303206755,Mumbai,33,733
CUST000335,59,M,Medium,63495.343810745886,Mumbai,26,587
CUST000336,42,F,Low,26215.233907448426,Delhi,26,692
CUST000337,32,M,Low,39982.99133557318,Kolkata,17,604
CUST000338,40,M,Very High,412093.7159616479,Ahmedabad,22,700
CUST000339,51,M,Low,32287.632795135072,Delhi,36,746
CUST000340,36,F,Low,28465.182855316583,Mumbai,97,820
CUST000341,32,F,Medium,64726.0916103823,Pune,32,576
CUST000342,48,M,Medium,53664.64249869339,Hyderabad,70,778
CUST000343,48,F,Medium,41154.59357832123,Mumbai,71,710
CUST000344,37,F,Low,27901.770447132658,Delhi,26,663
CUST000345,37,F,Low,38609.61639159734,Bangalore,15,760
CUST000346,48,M,Low,32526.021895477315,Bangalore,36,681
CUST000347,23,F,Medium,43358.228122836066,Kolkata,21,757
CUST000348,23,M,Medium,75399.74453580103,Chennai,3,620
CUST000349,34,F,Very High,244106.1972695302,Pune,17,649
CUST000350,41,M,Medium,49750.7797233091,Bangalore,184,775
CUST000351,49,M,Low,25941.819375606417,Delhi,1,818
CUST000352,67,M,High,120404.15652881702,Bangalore,42,697
CUST000353,57,F,Medium,61787.523737359064,Pune,66,477
CUST000354,42,M,High,114398.96282360173,Pune,37,684
CUST000355,44,F,Medium,68701.47454050508,Hyderabad,30,702
CUST000356,29,M,Medium,52661.509253398355,Mumbai,44,681
CUST000357,44,F,High,134744.51651007019,Mumbai,20,726
CUST000358,40,F,Very High,211362.5874325097,Delhi,3,661
CUST000359,49,F,Medium,71304.83156308037,Chennai,118,767
CUST000360,32,F,Medium,66552.40421001131,Pune,20,606
CUST000361,52,F,Medium,67328.33238190346,Mumbai,39,798
CUST000362,67,M,Very High,318543.68899454095,Ahmedabad,27,824
CUST000363,43,F,Very High,383450.53643830266,Bangalore,2,626
CUST000364,51,M,Low,21595.940931189147,Pune,109,626
CUST000365,55,F,Low,37031.02234098734,Hyderabad,56,732
CUST000366,38,F,Medium,42221.88933950584,Ahmedabad,5,605
CUST000367,48,M,Low,22974.83019742995,Chennai,143,660
CUST000368,45,M,Medium,63071.58833988945,Chennai,48,788
CUST000369,46,M,Low,34788.22910913383,Chennai,23,759
CUST000370,33,F,Medium,43050.06257385014,Ahmedabad,34,850
CUST000371,45,F,Very High,472267.68494281196,Mumbai,4,713
CUST000372,52,F,Very High,490762.6770802445,Kolkata,29,651
CUST000373,66,F,Medium,64238.00692030844,Chennai,2,704
CUST000374,59,F,Medium,59249.73821507346,Ahmedabad,28,687
CUST000375,77,M,High,131897.64805958248,Ahmedabad,28,689
CUST000376,33,M,Low,26567.14704654411,Delhi,74,698
CUST000377,58,F,High,114528.51038735746,Bangalore,46,625
CUST000378,47,F,Medium,76646.04107257604,Kolkata,10,722
CUST000379,77,F,Low,39113.10850483067,Hyderabad,78,587
CUST000380,32,M,Medium,77082.7646420474,Bangalore,30,642
CUST000381,32,M,Low,25248.961339276804,Delhi,33,690
CUST000382,36,M,High,96272.83281517343,Delhi,6,519
CUST000383,18,M,Medium,51906.58023717257,Pune,70,761
CUST000384,37,M,Medium,57652.44449553841,Kolkata,96,535
CUST000385,33,F,Low,26283.34825583927,Bangalore,53,753
CUST000386,47,M,High,106194.89570173406,Mumbai,101,596
CUST000387,50,F,Medium,64825.47808483038,Pune,12,667
CUST000388,73,M,Medium,70501.02708375904,Delhi,71,741
CUST000389,59,F,Medium,69422.32793071668,Chennai,24,850
CUST000390,36,M,Medium,72576.94268316608,Hyderabad,6,709
CUST000391,31,M,Low,20643.688064308044,Ahmedabad,39,541
CUST000392,52,M,High,83341.36527751293,Hyderabad,41,776
CUST000393,25,Other,Low,35787.65921377259,Delhi,12,681
CUST000394,72,F,Low,30661.57644649264,Chennai,1,705
CUST000395,62,M,High,120469.84716334843,Bangalore,8,744
CUST000396,37,M,Low,21051.737204287543,Ahmedabad,18,521
CUST000397,19,F,Medium,50212.55204685083,Hyderabad,6,700
CUST000398,65,M,Medium,65534.17219541911,Chennai,7,667
CUST000399,43,M,Medium,74367.27560442704,Chennai,17,797
CUST000400,63,F,High,144188.8378026982,Mumbai,117,758
CUST000401,21,F,Medium,60016.77983340327,Delhi,52,569
CUST000402,36,M,Medium,61818.96930952791,Chennai,13,801
CUST000403,45,M,High,138313.47417482937,Pune,109,735
CUST000404,45,F,Medium,61504.984029894185,Bangalore,37,576
CUST000405,38,M,Medium,60674.3410214927,Hyderabad,21,704
CUST000406,54,M,Medium,76203.36151043815,Pune,22,782
CUST000407,28,F,Medium,71597.3088422352,Mumbai,19,602
CUST000408,42,F,Very High,468175.3842264531,Bangalore,9,810
CUST000409,46,M,High,95277.29383468076,Hyderabad,17,578
CUST000410,52,Other,Low,30487.509733107134,Delhi,27,636
CUST000411,55,F,Low,36849.442571867155,Bangalore,27,624
CUST000412,28,M,Low,22222.95654934218,Ahmedabad,51,810
CUST000413,21,Other,Low,35893.243085879236,Hyderabad,15,660
CUST000414,64,M,Low,23659.467668297388,Mumbai,45,606
CUST000415,49,M,Medium,72324.75019941284,Ahmedabad,31,735
CUST000416,33,F,High,122840.06562898077,Pune,117,752
CUST000417,68,M,High,93526.5194039407,Hyderabad,17,753
CUST000418,46,M,Low,29467.083586656023,Ahmedabad,83,678
CUST000419,62,M,Medium,67276.20665843086,Chennai,61,720
CUST000420,46,M,Medium,65354.11603534169,Mumbai,36,647
CUST000421,75,F,High,109907.3037362193,Bangalore,38,833
CUST000422,71,F,High,142955.6570244649,Ahmedabad,3,791
CUST000423,41,Other,Very High,331742.19507074554,Kolkata,108,786
CUST000424,59,M,Medium,60234.69194114754,Ahmedabad,4,763
CUST000425,54,M,High,84357.5412959018,Delhi,29,741
CUST000426,65,M,Low,38442.40779595274,Pune,14,600
CUST000427,30,M,Medium,47084.66274713492,Mumbai,20,750
CUST000428,55,M,Low,30566.893868731084,Pune,33,709
CUST000429,60,F,Medium,72142.7040560124,Mumbai,86,801
CUST000430,18,F,Medium,48618.131078225735,Mumbai,22,764
CUST000431,27,Other,Medium,61094.931598833646,Hyderabad,158,744
CUST000432,18,M,Low,24813.69818446682,Ahmedabad,32,565
CUST000433,40,F,Low,35193.89995599823,Chennai,6,692
CUST000434,55,M,Low,31286.823357463014,Kolkata,7,655
CUST000435,67,M,Low,37119.51720790287,Delhi,45,720
CUST000436,46,F,Low,37891.16005754766,Ahmedabad,1,666
CUST000437,69,F,Low,32974.66964890796,Pune,23,677
CUST000438,24,M,Low,34507.82492317889,Delhi,5,736
CUST000439,19,M,Very High,342227.0349604023,Chennai,20,665
CUST000440,44,M,Medium,55377.14932269532,Hyderabad,49,709
CUST000441,50,F,Low,32962.35846041669,Hyderabad,22,578
CUST000442,44,M,Medium,76331.54493949315,Chennai,6,633
CUST000443,18,Other,High,109167.62663020066,Pune,10,752
CUST000444,43,M,High,102008.70184616567,Chennai,16,601
CUST000445,25,M,Medium,55537.47754210296,Bangalore,2,799
CUST000446,55,F,Medium,57415.905208463984,Hyderabad,31,777
CUST000447,50,F,High,85149.27202844013,Pune,33,678
CUST000448,30,M,High,114890.92883044961,Mumbai,2,850
