timestamp,cpu_utilization,memory_usage,db_connection_pool_usage,network_throughput_mbps,application_error_rate,neft_success_rate,imps_success_rate,rtgs_success_rate,avg_transaction_processing_time_ms,auth_success_rate,transaction_volume_per_hour,service_uptime
2025-10-20 00:44:00,38.5,35.47,25.88,172.06,1,97.29,98.42,99.33,100.0,99.39,4187,100.0
2025-10-20 00:45:00,41.87,37.79,32.05,159.09,3,96.51,98.57,99.36,124.54,99.07,3712,100.0
2025-10-20 00:46:00,37.4,33.63,25.08,174.73,1,97.14,98.35,99.9,100.0,99.02,3820,100.0
2025-10-20 00:47:00,44.95,33.77,30.08,247.58,3,98.67,99.86,99.56,152.38,98.78,4538,100.0
2025-10-20 00:48:00,38.69,35.62,26.28,158.66,2,96.62,98.96,99.53,100.0,98.84,3268,100.0
2025-10-20 00:49:00,34.63,38.19,27.45,225.98,2,98.38,98.94,99.41,100.0,99.43,4661,100.0
2025-10-20 00:50:00,36.98,33.53,36.99,208.3,1,99.18,98.4,99.16,100.0,99.31,4330,100.0
2025-10-20 00:51:00,40.32,35.22,39.63,189.69,2,97.85,98.6,99.75,103.31,98.73,4799,100.0
2025-10-20 00:52:00,44.89,37.37,25.17,248.13,2,99.18,99.24,99.53,164.7,99.29,3303,100.0
2025-10-20 00:53:00,35.91,32.83,34.67,142.3,3,99.29,98.22,99.85,100.0,98.9,4594,100.0
2025-10-20 00:54:00,41.8,37.0,34.4,217.26,2,96.73,99.82,99.58,113.99,98.96,4894,100.0
2025-10-20 00:55:00,35.98,36.1,31.57,208.38,0,99.49,99.86,99.57,100.0,99.42,4414,100.0
2025-10-20 00:56:00,41.32,35.73,36.98,244.69,2,99.94,99.68,99.12,130.01,99.37,4037,100.0
2025-10-20 00:57:00,39.77,34.54,21.96,177.82,1,97.33,98.8,99.54,114.52,98.85,3693,100.0
2025-10-20 00:58:00,36.91,35.46,24.48,165.96,3,98.32,99.26,99.01,100.0,98.68,4922,100.0
2025-10-20 00:59:00,38.16,36.74,25.38,258.03,2,99.0,98.42,99.9,100.0,98.69,3073,100.0
2025-10-20 01:00:00,38.23,39.58,33.64,215.29,2,96.62,98.36,99.86,100.11,98.87,3541,100.0
2025-10-20 01:01:00,40.33,34.62,21.4,160.08,2,96.89,98.46,99.67,100.0,98.6,4599,100.0
2025-10-20 01:02:00,37.88,33.97,27.36,224.73,4,97.17,99.79,99.01,100.0,98.71,3053,100.0
2025-10-20 01:03:00,35.76,35.71,29.38,234.0,2,97.52,99.18,99.27,100.0,98.91,4104,100.0
2025-10-20 01:04:00,42.73,36.27,23.05,228.08,4,97.07,99.08,99.63,117.63,98.64,4669,100.0
2025-10-20 01:05:00,44.3,35.75,24.89,174.51,0,99.66,98.24,99.58,133.95,99.05,4302,100.0
2025-10-20 01:06:00,34.64,33.47,39.53,235.04,3,99.66,98.84,99.38,100.0,98.55,3332,100.0
2025-10-20 01:07:00,42.91,33.89,34.59,177.17,1,97.42,99.44,99.3,131.73,98.98,4327,100.0
2025-10-20 01:08:00,37.24,33.26,27.34,209.98,0,97.99,99.19,99.33,100.0,98.61,3150,100.0
2025-10-20 01:09:00,42.46,36.11,35.95,194.38,3,97.09,99.18,99.36,108.27,99.42,3273,100.0
2025-10-20 01:10:00,36.78,36.2,39.38,222.85,4,97.96,98.44,99.99,100.0,98.54,4411,100.0
2025-10-20 01:11:00,44.87,34.55,33.98,244.65,0,98.79,98.59,99.92,167.57,99.44,3948,100.0
2025-10-20 01:12:00,38.22,37.99,22.77,209.77,1,96.31,99.39,99.34,100.0,98.57,3630,100.0
2025-10-20 01:13:00,40.42,37.77,28.4,212.74,2,96.1,99.74,99.02,119.23,99.03,4878,100.0
2025-10-20 01:14:00,40.24,36.8,35.77,243.48,3,98.95,98.48,99.11,100.0,98.79,3592,100.0
2025-10-20 01:15:00,36.65,32.74,21.67,245.36,2,96.87,99.9,99.79,100.0,98.92,4758,100.0
2025-10-20 01:16:00,41.08,33.97,41.77,172.92,4,96.71,98.44,99.19,122.03,98.85,3115,100.0
2025-10-20 01:17:00,45.37,38.81,41.23,252.86,1,99.03,99.39,99.15,166.29,98.72,3447,100.0
2025-10-20 01:18:00,43.16,35.32,41.91,188.35,0,99.55,99.91,99.86,143.96,99.16,4101,100.0
2025-10-20 01:19:00,36.81,36.15,30.39,180.66,2,96.88,99.37,99.08,100.0,99.0,3961,100.0
2025-10-20 01:20:00,39.68,37.97,34.52,182.73,8,98.47,99.51,99.16,112.07,97.37,3058,100.0
2025-10-20 01:21:00,43.6,34.03,29.05,226.07,1,99.33,99.01,99.01,127.49,99.12,4962,100.0
2025-10-20 01:22:00,39.98,35.22,36.24,153.9,4,99.73,98.21,99.94,107.32,98.57,3601,100.0
2025-10-20 01:23:00,42.83,33.96,34.39,188.32,1,99.49,99.95,99.97,138.27,98.63,4516,100.0
2025-10-20 01:24:00,42.57,37.0,30.79,176.71,3,99.18,99.39,99.22,109.03,99.18,4309,100.0
2025-10-20 01:25:00,35.7,37.18,22.99,183.06,3,97.1,99.97,99.41,100.0,98.73,3426,100.0
2025-10-20 01:26:00,38.76,38.24,31.54,247.19,2,99.08,99.69,99.76,100.0,98.63,3065,100.0
2025-10-20 01:27:00,43.98,36.53,37.7,197.01,0,96.5,99.37,99.43,127.81,98.99,3128,100.0
2025-10-20 01:28:00,41.38,33.67,29.51,143.21,0,97.57,98.96,99.6,105.51,99.19,4720,100.0
2025-10-20 01:29:00,43.36,33.66,32.17,163.32,2,98.0,99.24,99.7,136.02,98.51,3652,100.0
2025-10-20 01:30:00,37.63,32.54,22.7,185.31,0,98.27,99.38,99.8,100.0,98.67,3209,100.0
2025-10-20 01:31:00,41.4,37.27,22.67,243.81,0,98.17,99.42,99.87,122.58,99.3,3678,100.0
2025-10-20 01:32:00,43.29,35.8,34.99,203.21,1,96.24,98.49,99.16,147.75,98.72,4951,100.0
2025-10-20 01:33:00,39.32,34.81,38.74,220.62,3,99.99,99.95,99.65,100.0,99.18,3144,100.0
2025-10-20 01:34:00,43.36,38.27,31.6,190.05,2,99.47,99.16,99.44,142.64,98.99,4746,100.0
2025-10-20 01:35:00,43.9,35.45,27.43,208.68,2,98.53,99.47,99.13,147.6,99.41,3359,100.0
2025-10-20 01:36:00,40.25,34.73,39.74,196.15,2,96.65,98.78,99.97,100.0,99.16,3650,100.0
2025-10-20 01:37:00,42.44,33.57,41.1,193.92,1,96.68,99.04,99.34,137.59,98.93,3497,100.0
2025-10-20 01:38:00,38.17,35.13,24.23,231.14,4,99.47,98.41,99.11,100.0,98.56,4062,100.0
2025-10-20 01:39:00,45.22,33.87,25.29,199.47,3,96.59,99.97,99.97,132.36,99.45,4278,100.0
2025-10-20 01:40:00,40.02,35.83,35.2,163.3,0,97.23,99.41,99.2,107.16,99.47,3187,100.0
2025-10-20 01:41:00,42.81,36.48,40.45,173.14,5,99.48,99.14,99.03,145.36,99.19,4353,100.0
2025-10-20 01:42:00,39.58,37.39,24.77,218.98,1,99.91,98.81,99.87,107.07,99.07,4476,100.0
2025-10-20 01:43:00,42.64,34.57,27.4,211.04,5,98.18,98.01,99.32,121.08,98.9,4390,100.0
2025-10-20 01:44:00,36.38,34.5,25.55,152.36,3,97.52,99.73,99.52,100.0,98.53,3682,100.0
2025-10-20 01:45:00,36.65,33.78,31.45,192.59,5,96.78,98.02,99.65,100.0,98.74,4854,100.0
2025-10-20 01:46:00,39.1,33.98,26.94,176.96,2,98.44,99.43,99.27,100.0,98.62,3362,100.0
2025-10-20 01:47:00,41.53,33.88,32.22,219.5,0,98.27,98.51,99.96,114.65,99.31,4100,100.0
2025-10-20 01:48:00,44.64,36.7,38.51,239.05,1,98.44,98.82,99.84,162.39,98.85,3473,100.0
2025-10-20 01:49:00,42.38,34.33,38.02,190.23,1,98.5,98.9,99.59,110.48,99.24,4725,100.0
2025-10-20 01:50:00,35.05,36.71,33.96,203.74,1,98.38,98.99,99.99,100.0,99.2,3808,100.0
2025-10-20 01:51:00,39.15,37.21,35.72,248.48,0,96.42,99.45,99.58,100.0,98.58,3171,100.0
2025-10-20 01:52:00,37.45,32.59,31.28,151.26,2,99.52,99.3,99.53,100.0,98.83,4338,100.0
2025-10-20 01:53:00,44.23,36.44,32.44,219.51,1,98.25,99.92,99.18,149.9,98.7,4071,100.0
2025-10-20 01:54:00,42.45,35.0,35.19,228.99,2,96.61,99.98,99.93,126.1,99.34,4041,100.0
2025-10-20 01:55:00,40.33,32.86,36.2,158.25,3,97.21,98.53,99.36,100.0,99.44,4107,100.0
2025-10-20 01:56:00,38.62,35.97,31.47,237.7,3,99.72,98.23,99.82,100.0,99.38,4736,100.0
2025-10-20 01:57:00,41.46,36.54,26.49,150.09,1,98.78,98.69,99.98,120.22,99.32,3265,100.0
2025-10-20 01:58:00,45.11,35.9,34.52,202.19,1,96.27,98.05,99.14,169.65,99.05,4931,100.0
2025-10-20 01:59:00,39.02,34.65,31.82,192.45,0,98.56,98.43,99.62,100.0,98.65,3122,100.0
2025-10-20 02:00:00,35.37,38.81,22.94,218.44,2,96.49,98.61,99.1,100.0,98.56,4018,100.0
2025-10-20 02:01:00,46.46,39.0,35.8,188.08,3,99.55,98.9,99.19,159.29,98.91,4655,100.0
2025-10-20 02:02:00,35.99,36.16,32.51,156.31,2,98.14,98.43,99.01,100.0,99.48,4603,100.0
2025-10-20 02:03:00,45.36,36.5,24.96,208.61,2,97.95,98.3,99.32,163.07,98.98,3751,100.0
2025-10-20 02:04:00,41.98,37.7,40.23,224.32,2,97.02,99.68,99.04,135.82,98.96,4274,100.0
2025-10-20 02:05:00,39.32,36.66,32.46,200.01,0,98.07,98.3,99.74,100.0,99.18,3083,100.0
2025-10-20 02:06:00,35.96,33.61,22.48,246.83,2,97.4,99.55,99.66,100.0,98.67,3196,100.0
2025-10-20 02:07:00,41.15,37.25,26.85,149.82,0,99.87,98.59,99.77,116.47,98.88,3411,100.0
2025-10-20 02:08:00,43.03,37.07,32.89,155.6,4,98.33,99.5,99.81,136.53,98.63,3676,100.0
2025-10-20 02:09:00,43.36,33.65,28.52,188.58,3,96.49,98.39,99.89,139.38,98.79,4631,100.0
2025-10-20 02:10:00,42.38,35.64,38.67,222.01,2,98.18,99.97,99.94,105.56,98.66,3263,100.0
2025-10-20 02:11:00,42.54,38.12,26.55,202.0,4,97.19,99.13,99.69,140.36,99.14,4522,100.0
2025-10-20 02:12:00,34.95,34.38,36.39,248.49,0,97.61,99.6,99.2,100.0,99.23,4231,100.0
2025-10-20 02:13:00,35.66,34.21,36.45,199.3,0,99.04,98.07,99.75,100.0,99.46,3735,100.0
2025-10-20 02:14:00,37.17,37.59,41.04,182.39,4,97.65,99.39,99.0,100.0,98.86,4588,100.0
2025-10-20 02:15:00,35.49,36.2,31.18,212.05,0,98.32,99.12,99.56,100.0,99.18,4609,100.0
2025-10-20 02:16:00,40.76,34.05,23.95,187.32,4,96.59,98.66,99.43,100.0,98.72,4196,100.0
2025-10-20 02:17:00,41.81,38.58,40.11,211.5,3,97.64,99.68,99.38,120.93,99.09,3368,100.0
2025-10-20 02:18:00,33.85,32.09,37.22,170.25,3,97.72,99.75,99.84,100.0,99.3,3916,100.0
2025-10-20 02:19:00,38.66,32.92,22.44,216.92,3,96.64,99.22,99.14,100.0,99.16,4913,100.0
2025-10-20 02:20:00,36.49,37.71,26.01,172.31,3,97.95,98.07,99.06,100.0,98.64,4064,100.0
2025-10-20 02:21:00,38.22,34.41,39.1,147.72,4,97.68,98.52,99.73,101.44,98.76,4308,100.0
2025-10-20 02:22:00,39.93,39.05,34.46,186.42,0,96.6,98.45,99.25,113.35,99.06,4046,100.0
2025-10-20 02:23:00,34.79,37.14,35.1,149.98,2,97.83,98.97,99.17,100.0,99.35,4338,100.0
2025-10-20 02:24:00,39.15,34.5,20.88,189.44,2,99.15,98.4,99.26,100.0,98.83,4513,100.0
2025-10-20 02:25:00,39.18,33.47,38.55,232.91,2,99.94,99.54,99.03,100.0,98.96,4818,100.0
2025-10-20 02:26:00,35.87,36.81,38.26,187.14,3,97.15,99.59,99.58,100.0,99.3,3791,100.0
2025-10-20 02:27:00,47.34,38.59,28.35,235.56,4,99.93,98.28,99.2,160.81,99.39,4308,100.0
2025-10-20 02:28:00,40.95,33.35,39.45,229.36,4,98.54,98.33,99.88,106.63,98.66,3025,100.0
2025-10-20 02:29:00,39.43,35.29,35.22,233.21,0,98.93,98.37,99.86,107.11,99.04,4420,100.0
2025-10-20 02:30:00,42.91,35.53,28.85,197.9,2,98.85,99.65,99.1,118.72,98.64,3695,100.0
2025-10-20 02:31:00,37.55,36.03,33.07,202.32,4,96.51,99.35,99.33,100.0,98.57,3349,100.0
2025-10-20 02:32:00,42.97,34.37,34.46,217.4,2,96.13,98.61,99.65,147.22,99.37,4532,100.0
2025-10-20 02:33:00,43.41,37.38,27.73,243.34,2,97.79,98.92,99.86,135.95,98.88,4953,100.0
2025-10-20 02:34:00,35.23,37.3,40.17,177.07,5,99.85,99.45,99.3,100.0,98.78,4745,100.0
2025-10-20 02:35:00,35.18,36.52,31.87,154.94,1,97.88,98.6,99.6,100.0,98.8,4486,100.0
2025-10-20 02:36:00,41.36,38.68,26.13,160.04,2,98.33,99.99,99.86,114.46,98.56,4662,100.0
2025-10-20 02:37:00,41.89,34.36,24.78,245.46,5,97.27,98.87,99.77,122.97,99.39,3886,100.0
2025-10-20 02:38:00,42.53,38.43,28.36,209.3,0,97.54,98.98,99.65,143.31,99.1,4487,100.0
2025-10-20 02:39:00,41.38,37.79,24.73,182.01,2,96.56,98.55,99.97,107.03,98.98,3392,100.0
2025-10-20 02:40:00,35.57,34.97,20.61,143.24,1,96.43,98.68,99.8,100.0,99.01,3586,100.0
2025-10-20 02:41:00,45.08,35.95,24.5,215.51,0,97.38,99.01,99.87,150.52,99.2,4985,100.0
2025-10-20 02:42:00,38.55,35.23,29.82,238.77,2,99.3,99.91,99.82,100.0,99.14,3102,100.0
2025-10-20 02:43:00,36.92,32.87,33.42,215.39,0,97.54,98.91,99.37,100.0,98.92,4502,100.0
2025-10-20 02:44:00,42.2,37.46,29.75,211.93,0,98.54,99.83,99.61,136.92,99.22,3241,100.0
2025-10-20 02:45:00,43.86,33.27,32.51,163.37,0,97.69,98.59,99.49,141.65,98.54,3246,100.0
2025-10-20 02:46:00,40.33,35.44,36.95,209.45,2,97.23,99.58,99.45,115.26,99.32,4715,100.0
2025-10-20 02:47:00,44.9,36.14,29.11,211.88,3,97.5,98.33,99.43,134.69,99.39,3691,100.0
2025-10-20 02:48:00,39.72,34.41,31.5,187.67,3,99.95,98.91,99.69,100.0,98.99,3055,100.0
2025-10-20 02:49:00,41.45,39.83,31.08,160.88,0,97.55,98.32,99.02,124.75,98.96,3578,100.0
2025-10-20 02:50:00,43.79,36.55,38.44,247.93,2,97.54,98.68,99.54,124.07,99.05,4083,100.0
2025-10-20 02:51:00,42.85,38.17,31.04,181.38,1,96.23,98.68,99.27,147.14,99.06,3694,100.0
2025-10-20 02:52:00,38.37,35.95,30.71,184.81,5,97.58,98.08,99.48,100.0,98.73,4928,100.0
2025-10-20 02:53:00,44.33,37.51,32.91,238.19,0,99.16,98.25,99.79,134.37,99.38,4888,100.0
2025-10-20 02:54:00,44.69,35.81,39.15,208.25,1,96.81,99.52,99.39,147.3,98.99,4154,100.0
2025-10-20 02:55:00,42.48,38.0,28.98,226.89,3,96.44,99.71,99.44,138.71,99.39,3124,100.0
2025-10-20 02:56:00,39.97,36.66,40.39,151.24,4,97.2,98.72,99.8,100.0,98.71,4914,100.0
2025-10-20 02:57:00,36.09,39.74,36.54,237.86,1,98.95,99.67,99.74,100.0,99.25,4537,100.0
2025-10-20 02:58:00,44.65,37.57,24.96,204.71,0,97.63,98.81,99.07,140.43,98.61,4616,100.0
2025-10-20 02:59:00,45.19,33.97,41.81,205.8,1,98.0,99.59,99.71,133.86,98.57,3805,100.0
2025-10-20 03:00:00,36.81,37.07,39.59,185.52,3,98.56,99.96,99.6,100.0,99.15,3245,100.0
2025-10-20 03:01:00,43.12,35.45,30.22,204.77,1,98.73,98.48,99.71,144.13,99.3,4105,100.0
2025-10-20 03:02:00,41.6,33.76,30.78,172.65,0,98.52,98.11,99.75,108.68,98.5,4022,100.0
2025-10-20 03:03:00,35.53,34.71,36.2,156.6,1,96.99,99.48,99.32,100.0,98.86,3540,100.0
2025-10-20 03:04:00,42.41,37.99,30.2,238.61,2,98.75,98.99,99.39,129.44,99.2,3008,100.0
2025-10-20 03:05:00,37.54,37.93,36.2,250.98,4,99.13,99.29,99.05,100.0,99.46,4000,100.0
2025-10-20 03:06:00,35.64,34.13,27.95,148.02,4,98.63,98.94,99.88,100.0,99.18,4215,100.0
2025-10-20 03:07:00,35.66,32.1,32.74,212.38,2,98.85,98.4,99.89,100.0,98.87,3116,100.0
2025-10-20 03:08:00,37.72,38.04,22.33,188.11,1,96.5,98.83,99.49,100.0,99.03,4190,100.0
2025-10-20 03:09:00,34.1,35.03,40.27,196.89,3,98.09,99.95,99.13,100.0,99.27,4614,100.0
2025-10-20 03:10:00,34.82,34.49,37.11,200.03,1,96.01,98.6,99.65,100.0,99.35,3047,100.0
2025-10-20 03:11:00,43.41,37.27,37.03,192.93,1,96.26,98.46,99.25,133.48,99.25,3947,100.0
2025-10-20 03:12:00,44.65,33.47,29.33,172.64,1,98.49,99.56,99.58,132.36,99.31,4271,100.0
2025-10-20 03:13:00,39.11,37.22,27.43,185.67,2,99.56,99.42,99.06,100.0,98.51,4261,100.0
2025-10-20 03:14:00,43.49,35.36,25.75,194.61,1,97.1,99.61,99.46,136.77,98.93,3087,100.0
2025-10-20 03:15:00,36.5,35.56,26.03,154.22,5,96.79,99.9,99.99,100.0,99.48,4139,100.0
2025-10-20 03:16:00,40.51,33.12,34.02,246.0,3,99.84,99.04,99.98,115.41,98.66,3953,100.0
2025-10-20 03:17:00,40.57,33.27,33.19,208.57,1,99.09,99.0,99.01,100.0,98.86,4852,100.0
2025-10-20 03:18:00,37.85,35.4,39.59,226.03,0,97.71,98.06,99.48,100.0,98.62,3577,100.0
2025-10-20 03:19:00,37.71,37.57,40.6,148.14,2,99.02,99.84,99.95,100.0,98.86,4575,100.0
2025-10-20 03:20:00,38.99,37.24,27.21,171.19,1,98.02,98.44,99.04,100.0,98.68,4733,100.0
2025-10-20 03:21:00,36.25,37.52,32.05,185.76,3,97.41,99.79,99.95,100.0,98.92,4560,100.0
2025-10-20 03:22:00,36.69,36.28,25.36,181.35,2,96.28,99.88,99.51,100.0,99.31,4671,100.0
2025-10-20 03:23:00,34.85,34.56,33.95,198.11,1,98.16,98.56,99.43,100.0,98.63,4531,100.0
2025-10-20 03:24:00,44.06,33.85,27.41,177.02,1,98.92,99.93,99.22,147.07,99.24,4696,100.0
2025-10-20 03:25:00,39.26,34.84,28.54,221.43,2,99.61,99.61,99.98,102.77,98.89,4181,100.0
2025-10-20 03:26:00,39.85,36.81,24.75,225.07,2,97.06,99.2,99.3,107.04,99.26,3205,100.0
2025-10-20 03:27:00,40.37,36.22,29.61,244.44,5,98.92,99.72,99.27,115.95,98.7,3690,100.0
2025-10-20 03:28:00,42.71,36.7,41.38,201.82,1,99.14,99.47,99.38,108.11,99.34,3022,100.0
2025-10-20 03:29:00,42.82,39.41,31.53,177.39,4,98.02,99.44,99.86,115.33,99.3,4105,100.0
2025-10-20 03:30:00,42.66,33.2,27.2,174.02,3,98.5,99.14,99.83,142.81,98.51,4348,100.0
2025-10-20 03:31:00,35.24,36.08,27.47,179.28,2,98.93,98.81,99.07,100.0,98.79,3865,100.0
2025-10-20 03:32:00,34.45,34.41,39.77,208.59,2,97.67,99.5,99.1,100.0,98.78,3864,100.0
2025-10-20 03:33:00,46.04,34.33,33.61,174.12,1,97.61,99.48,99.7,157.3,98.85,3795,100.0
2025-10-20 03:34:00,39.0,33.99,26.92,211.53,2,96.3,99.9,99.3,100.0,99.1,4247,100.0
2025-10-20 03:35:00,40.82,34.11,21.64,243.19,2,98.44,98.63,99.27,112.13,99.37,4893,100.0
2025-10-20 03:36:00,40.66,37.05,35.39,189.74,0,98.33,98.51,99.45,124.91,98.9,4679,100.0
2025-10-20 03:37:00,37.16,37.24,41.82,161.57,0,97.73,98.19,99.75,100.0,98.93,3517,100.0
2025-10-20 03:38:00,36.77,37.79,35.94,222.16,2,96.8,99.75,99.74,100.0,98.75,3428,100.0
2025-10-20 03:39:00,37.22,34.12,22.76,193.43,3,99.81,99.68,99.81,100.0,99.43,4088,100.0
2025-10-20 03:40:00,42.91,37.79,32.91,159.26,3,97.08,98.74,99.9,135.77,99.29,3908,100.0
2025-10-20 03:41:00,40.06,33.56,34.87,186.57,3,99.3,98.58,99.44,100.0,98.8,4005,100.0
2025-10-20 03:42:00,44.26,33.62,37.27,190.9,2,96.64,98.14,99.19,149.14,99.38,4628,100.0
2025-10-20 03:43:00,41.16,33.15,27.09,177.53,1,98.14,98.71,99.35,124.76,99.29,3615,100.0
2025-10-20 03:44:00,38.91,37.79,38.38,154.53,2,96.78,99.72,99.68,102.62,99.36,4496,100.0
2025-10-20 03:45:00,38.03,35.64,23.84,210.55,1,96.92,98.24,99.17,100.0,99.22,4464,100.0
2025-10-20 03:46:00,34.59,32.18,24.07,232.86,1,96.42,98.44,99.52,100.0,98.75,3115,100.0
2025-10-20 03:47:00,38.97,34.45,26.45,246.26,3,98.16,99.39,99.7,100.0,99.0,3823,100.0
2025-10-20 03:48:00,40.65,33.94,34.44,163.36,1,98.77,98.41,99.39,122.36,98.7,4015,100.0
2025-10-20 03:49:00,40.12,33.8,38.78,161.53,3,97.01,98.02,99.72,102.6,99.34,4642,100.0
2025-10-20 03:50:00,38.28,37.71,30.97,168.08,3,97.55,99.61,99.9,100.0,98.57,4754,100.0
2025-10-20 03:51:00,40.12,37.17,42.58,162.77,1,97.5,99.61,99.43,121.06,99.06,3642,100.0
2025-10-20 03:52:00,38.09,32.94,28.76,193.25,3,96.87,99.32,99.48,100.0,99.3,4545,100.0
2025-10-20 03:53:00,39.29,32.51,36.14,202.42,4,98.68,99.24,99.74,100.0,98.69,4780,100.0
2025-10-20 03:54:00,42.94,36.85,35.44,240.69,2,97.9,99.43,99.27,117.52,98.81,3483,100.0
2025-10-20 03:55:00,37.37,35.71,40.37,201.8,1,98.78,98.77,99.82,100.0,99.3,3543,100.0
2025-10-20 03:56:00,43.3,36.0,27.4,171.49,1,96.87,99.19,99.26,139.47,99.31,4556,100.0
